,username,followers,following,bio,posts
0,taichibubbletea,29797,101,"Proudly serving🧋🥗🌯🍜 🍱 since 2015
#taichibubbletea #pokebowl #ramen #ricebox 
📍NY📍GA📍IL📍MD📍MI📍TN📍UT📍CT📍CA 📍DC📍OK📍AZ📍PA📍SD📍KS
Order here ⬇️",1184
